geocodigo,edad,poblacion
11302032901,65 y mas,0
11302042003,65 y mas,5
11302042005,65 y mas,23
11302992999,65 y mas,0
11303012001,65 y mas,0
11303012002,65 y mas,0
11303012003,65 y mas,0
11303012004,65 y mas,0
11303012005,65 y mas,0
11303012006,65 y mas,0
11303012007,65 y mas,0
11303012008,65 y mas,0
11303012009,65 y mas,0
11303012010,65 y mas,6
11303012011,65 y mas,0
11303012012,65 y mas,0
11303012013,65 y mas,21
11303012014,65 y mas,0
11303012901,65 y mas,0
11401011001,65 y mas,204
11401012001,65 y mas,21
11401012002,65 y mas,0
11401012003,65 y mas,0
11401012901,65 y mas,0
11401022008,65 y mas,8
11401022010,65 y mas,68
11401032005,65 y mas,0
11401032006,65 y mas,0
11401032009,65 y mas,10
11401032012,65 y mas,0
11401042011,65 y mas,4
11401052901,65 y mas,9
11401991999,65 y mas,0
11402012004,65 y mas,13
11402012007,65 y mas,17
11402012009,65 y mas,0
11402012011,65 y mas,0
11402012019,65 y mas,130
11402012901,65 y mas,0
11402022006,65 y mas,0
11402022017,65 y mas,5
11402022901,65 y mas,0
11402032010,65 y mas,0
11402032013,65 y mas,4
11402032014,65 y mas,7
11402032023,65 y mas,0
11402032025,65 y mas,0
11402032901,65 y mas,0
11402042001,65 y mas,0
11402042010,65 y mas,0
11402042022,65 y mas,0
11402042901,65 y mas,0
11402052008,65 y mas,0
11402052021,65 y mas,11
11402052901,65 y mas,7
11402062015,65 y mas,6
11402062020,65 y mas,41
11402062024,65 y mas,0
11402062026,65 y mas,0
11402072003,65 y mas,39
11402072024,65 y mas,4
11402992999,65 y mas,0
12101011001,65 y mas,301
12101011002,65 y mas,226
12101011003,65 y mas,461
12101011004,65 y mas,93
12101021001,65 y mas,481
12101021002,65 y mas,443
12101031001,65 y mas,229
12101031002,65 y mas,369
12101031003,65 y mas,446
12101031004,65 y mas,451
12101031005,65 y mas,248
12101041001,65 y mas,538
12101041002,65 y mas,643
12101041003,65 y mas,254
12101041004,65 y mas,307
12101041005,65 y mas,149
12101041006,65 y mas,491
12101041007,65 y mas,254
12101051001,65 y mas,407
12101051002,65 y mas,114
12101061001,65 y mas,340
12101061002,65 y mas,351
12101061003,65 y mas,366
12101071001,65 y mas,320
12101071002,65 y mas,495
12101071003,65 y mas,109
12101071004,65 y mas,332
12101071005,65 y mas,340
12101071006,65 y mas,95
12101071007,65 y mas,142
12101081001,65 y mas,228
12101081002,65 y mas,473
12101081003,65 y mas,291
12101081004,65 y mas,513
12101081005,65 y mas,482
12101081006,65 y mas,317
12101091001,65 y mas,56
12101092005,65 y mas,37
12101092006,65 y mas,0
12101092007,65 y mas,6
12101092008,65 y mas,0
12101092009,65 y mas,0
12101092013,65 y mas,0
12101092014,65 y mas,0
12101092016,65 y mas,16
12101092018,65 y mas,0
12101092019,65 y mas,18
12101092020,65 y mas,48
12101092031,65 y mas,0
12101092032,65 y mas,107
12101092036,65 y mas,0
12101092901,65 y mas,0
12101101001,65 y mas,39
12101101002,65 y mas,57
12101101003,65 y mas,124
12101101004,65 y mas,161
12101101005,65 y mas,120
12101102002,65 y mas,0
12101102010,65 y mas,0
12101102015,65 y mas,10
12101102017,65 y mas,0
12101102021,65 y mas,78
12101102029,65 y mas,11
12101102030,65 y mas,12
12101102033,65 y mas,0
12101102901,65 y mas,0
12101112022,65 y mas,0
12101112031,65 y mas,0
12101112901,65 y mas,0
12101122001,65 y mas,23
12101122010,65 y mas,0
12101122022,65 y mas,0
12101122026,65 y mas,0
12101122027,65 y mas,0
12101122034,65 y mas,0
12101122901,65 y mas,0
12101132022,65 y mas,0
12101132035,65 y mas,0
12101132901,65 y mas,0
12101142011,65 y mas,0
12101152004,65 y mas,0
12101991999,65 y mas,763
12102012001,65 y mas,0
12102012002,65 y mas,0
12102012003,65 y mas,0
12102012004,65 y mas,0
12102012005,65 y mas,0
12102012006,65 y mas,0
12102012007,65 y mas,0
12102012008,65 y mas,0
12102012009,65 y mas,0
12102012010,65 y mas,0
12102012011,65 y mas,0
12102012012,65 y mas,0
12102012013,65 y mas,0
12102012014,65 y mas,4
12102012015,65 y mas,0
12102012016,65 y mas,0
12102012017,65 y mas,0
12102012018,65 y mas,0
12102012020,65 y mas,9
12102012901,65 y mas,10
12103012002,65 y mas,0
12103012003,65 y mas,0
12103012004,65 y mas,0
12103012005,65 y mas,0
12103012006,65 y mas,0
12103012007,65 y mas,0
12103012010,65 y mas,0
12103012012,65 y mas,0
12103012013,65 y mas,0
12103012014,65 y mas,0
12103012015,65 y mas,0
12103012017,65 y mas,0
12103012018,65 y mas,0
12103012019,65 y mas,0
12103012020,65 y mas,0
12103012901,65 y mas,0
12103022001,65 y mas,0
12103022008,65 y mas,0
12103022009,65 y mas,0
12103022014,65 y mas,0
12103022016,65 y mas,0
12103022901,65 y mas,0
12104012001,65 y mas,0
12104012002,65 y mas,0
12104012003,65 y mas,0
12104012007,65 y mas,11
12104012008,65 y mas,0
12104012009,65 y mas,0
12104012010,65 y mas,10
12104012901,65 y mas,4
12104022004,65 y mas,0
12104022005,65 y mas,0
12104022006,65 y mas,5
12104022011,65 y mas,0
12104022901,65 y mas,6
12104992999,65 y mas,0
12201011001,65 y mas,36
12201012001,65 y mas,0
12201012003,65 y mas,0
12201012006,65 y mas,0
12201012009,65 y mas,0
12201012010,65 y mas,0
12201012012,65 y mas,0
12201012021,65 y mas,0
12201012022,65 y mas,0
12201012024,65 y mas,0
12201012025,65 y mas,0
12201012901,65 y mas,4
12201022019,65 y mas,0
12201022901,65 y mas,0
12201032002,65 y mas,0
12201991999,65 y mas,0
12202012002,65 y mas,0
12202012003,65 y mas,0
12202022001,65 y mas,0
12301011001,65 y mas,160
12301011002,65 y mas,244
12301012001,65 y mas,0
12301012004,65 y mas,0
12301012005,65 y mas,6
12301012007,65 y mas,7
12301012008,65 y mas,10
12301012012,65 y mas,0
12301022001,65 y mas,6
12301022004,65 y mas,0
12301022006,65 y mas,6
12301022010,65 y mas,0
12301032002,65 y mas,0
12301032003,65 y mas,0
12301032009,65 y mas,0
12301032011,65 y mas,0
12301991999,65 y mas,0
12302012002,65 y mas,0
12302012004,65 y mas,4
12302012005,65 y mas,0
12302012006,65 y mas,0
12302012008,65 y mas,0
12302012009,65 y mas,0
12302012010,65 y mas,0
12302012011,65 y mas,0
12302012012,65 y mas,0
12302012015,65 y mas,0
12302012016,65 y mas,5
12302012901,65 y mas,4
12302022001,65 y mas,4
12302022003,65 y mas,0
12302022007,65 y mas,0
12302022013,65 y mas,0
12302022014,65 y mas,0
12302022901,65 y mas,0
12303012001,65 y mas,0
12303012002,65 y mas,0
12303012003,65 y mas,0
12303012004,65 y mas,0
12303012005,65 y mas,0
12303012006,65 y mas,0
12303012007,65 y mas,0
12303012008,65 y mas,0
12303012009,65 y mas,0
12303012010,65 y mas,0
12303012011,65 y mas,0
12303012012,65 y mas,0
12303012013,65 y mas,0
12303012901,65 y mas,0
12401011001,65 y mas,149
12401011002,65 y mas,330
12401011003,65 y mas,208
12401011004,65 y mas,327
12401011005,65 y mas,303
12401011006,65 y mas,347
12401011007,65 y mas,263
12401011008,65 y mas,93
12401012004,65 y mas,0
12401012006,65 y mas,10
12401012008,65 y mas,0
12401012009,65 y mas,0
12401012010,65 y mas,17
12401012015,65 y mas,4
12401012017,65 y mas,13
12401012022,65 y mas,0
12401012027,65 y mas,0
12401022013,65 y mas,0
12401022016,65 y mas,0
12401022018,65 y mas,0
12401022024,65 y mas,0
12401022025,65 y mas,5
12401022026,65 y mas,0
12401022901,65 y mas,0
12401032002,65 y mas,0
12401032003,65 y mas,0
12401032012,65 y mas,0
12401032019,65 y mas,0
12401042011,65 y mas,0
12401042021,65 y mas,17
12401051001,65 y mas,44
12401052001,65 y mas,7
12401052005,65 y mas,0
12401052007,65 y mas,0
12401052022,65 y mas,95
12401052023,65 y mas,0
12401052028,65 y mas,0
12401052901,65 y mas,0
12401991999,65 y mas,32
12402012003,65 y mas,0
12402012004,65 y mas,0
12402012005,65 y mas,0
12402012006,65 y mas,0
12402012011,65 y mas,5
12402012016,65 y mas,0
12402012018,65 y mas,0
12402012020,65 y mas,0
12402012022,65 y mas,0
12402012025,65 y mas,4
12402012030,65 y mas,5
12402012032,65 y mas,0
12402012033,65 y mas,8
12402012034,65 y mas,0
12402012039,65 y mas,0
12402012901,65 y mas,0
12402022007,65 y mas,0
12402022008,65 y mas,0
12402022009,65 y mas,0
12402022012,65 y mas,0
12402022014,65 y mas,0
12402022015,65 y mas,0
12402022017,65 y mas,10
12402022019,65 y mas,0
12402022024,65 y mas,0
12402022025,65 y mas,0
12402022031,65 y mas,0
12402022036,65 y mas,0
12402022037,65 y mas,0
12402022901,65 y mas,0
12402992999,65 y mas,0
13101011001,65 y mas,299
13101011002,65 y mas,210
13101011003,65 y mas,183
13101011004,65 y mas,125
13101011005,65 y mas,115
13101021001,65 y mas,159
13101021002,65 y mas,177
13101021003,65 y mas,95
13101021004,65 y mas,161
13101021005,65 y mas,219
13101021006,65 y mas,114
13101021007,65 y mas,174
13101021008,65 y mas,133
13101031001,65 y mas,30
13101031002,65 y mas,165
13101031003,65 y mas,193
13101031004,65 y mas,255
13101031005,65 y mas,163
13101031006,65 y mas,30
13101031007,65 y mas,233
13101041001,65 y mas,270
13101041002,65 y mas,349
13101041003,65 y mas,294
13101041004,65 y mas,235
13101041005,65 y mas,325
13101051001,65 y mas,266
13101051002,65 y mas,390
13101051003,65 y mas,202
13101061001,65 y mas,357
13101061002,65 y mas,535
13101061003,65 y mas,268
13101071001,65 y mas,353
13101071002,65 y mas,231
13101071003,65 y mas,224
13101081001,65 y mas,267
13101081002,65 y mas,442
13101081003,65 y mas,235
13101081004,65 y mas,287
13101091001,65 y mas,330
13101091002,65 y mas,283
13101091003,65 y mas,183
13101091004,65 y mas,357
13101101001,65 y mas,295
13101101002,65 y mas,212
13101101003,65 y mas,302
13101101004,65 y mas,113
13101101005,65 y mas,145
13101101006,65 y mas,37
13101101007,65 y mas,112
13101101008,65 y mas,47
13101101009,65 y mas,32
13101101010,65 y mas,126
13101111001,65 y mas,312
13101111002,65 y mas,147
13101111003,65 y mas,120
13101111004,65 y mas,73
13101111005,65 y mas,49
13101111006,65 y mas,87
13101111007,65 y mas,77
13101111008,65 y mas,94
13101111009,65 y mas,80
13101111010,65 y mas,75
13101111011,65 y mas,58
13101111012,65 y mas,151
13101111013,65 y mas,160
13101111014,65 y mas,271
13101111015,65 y mas,236
13101111016,65 y mas,116
13101111017,65 y mas,197
13101111018,65 y mas,108
13101111019,65 y mas,78
13101121001,65 y mas,183
13101121002,65 y mas,91
13101121003,65 y mas,33
13101121004,65 y mas,165
13101121005,65 y mas,86
13101121006,65 y mas,158
13101121007,65 y mas,167
13101121008,65 y mas,159
13101121009,65 y mas,102
13101131001,65 y mas,167
13101131002,65 y mas,45
13101131003,65 y mas,136
13101131004,65 y mas,35
13101131005,65 y mas,286
13101131006,65 y mas,135
13101131007,65 y mas,109
13101131008,65 y mas,82
13101131009,65 y mas,148
13101141001,65 y mas,491
13101141002,65 y mas,190
13101141003,65 y mas,143
13101151001,65 y mas,418
13101151002,65 y mas,201
13101151003,65 y mas,255
13101151004,65 y mas,181
13101161001,65 y mas,91
13101161002,65 y mas,555
13101161003,65 y mas,171
13101171001,65 y mas,643
13101171002,65 y mas,282
13101171003,65 y mas,375
13101181001,65 y mas,278
13101181002,65 y mas,442
13101191001,65 y mas,459
13101191002,65 y mas,497
13101191003,65 y mas,208
13101201001,65 y mas,332
13101201002,65 y mas,217
13101201003,65 y mas,438
13101211001,65 y mas,432
13101211002,65 y mas,307
13101221001,65 y mas,315
13101231001,65 y mas,449
13101241001,65 y mas,579
13101241002,65 y mas,686
13101251001,65 y mas,642
13101261001,65 y mas,158
13101271001,65 y mas,303
13101271002,65 y mas,240
13101271003,65 y mas,362
13101271004,65 y mas,252
13101281001,65 y mas,107
13101281002,65 y mas,256
13101281003,65 y mas,246
13101281004,65 y mas,145
13101281005,65 y mas,213
13101281006,65 y mas,118
13101291001,65 y mas,0
13101991999,65 y mas,146
13102011001,65 y mas,478
13102011002,65 y mas,432
13102011003,65 y mas,172
13102011004,65 y mas,160
13102021001,65 y mas,473
13102021002,65 y mas,619
13102021003,65 y mas,461
13102021004,65 y mas,472
13102031001,65 y mas,352
13102031002,65 y mas,664
13102031003,65 y mas,612
13102031004,65 y mas,585
13102031005,65 y mas,663
13102031006,65 y mas,337
13102031007,65 y mas,637
13102041001,65 y mas,496
13102041002,65 y mas,814
13102041003,65 y mas,325
13102041004,65 y mas,193
13102041005,65 y mas,143
13102041006,65 y mas,176
13102991999,65 y mas,9
13103011001,65 y mas,266
13103011002,65 y mas,280
13103011003,65 y mas,409
13103011004,65 y mas,497
13103011005,65 y mas,505
13103011006,65 y mas,481
13103021001,65 y mas,570
13103021002,65 y mas,389
13103021003,65 y mas,252
13103021004,65 y mas,454
13103021005,65 y mas,583
13103031001,65 y mas,417
13103031002,65 y mas,481
13103031003,65 y mas,407
13103041001,65 y mas,379
13103041002,65 y mas,413
13103041003,65 y mas,711
13103051001,65 y mas,736
13103051002,65 y mas,765
13103061001,65 y mas,403
13103061002,65 y mas,381
13103061003,65 y mas,214
13103061004,65 y mas,434
13103071001,65 y mas,335
13103071002,65 y mas,471
13103071003,65 y mas,672
13103071004,65 y mas,561
13103071005,65 y mas,430
13103081001,65 y mas,485
13103081002,65 y mas,500
13103081003,65 y mas,765
13103091001,65 y mas,356
13103091002,65 y mas,185
13103091003,65 y mas,456
13103091004,65 y mas,329
13103091005,65 y mas,24
13103991999,65 y mas,15
13104011001,65 y mas,469
13104011002,65 y mas,440
13104011003,65 y mas,357
13104021001,65 y mas,333
13104021002,65 y mas,408
13104021003,65 y mas,603
13104021004,65 y mas,598
13104031001,65 y mas,568
13104031002,65 y mas,440
13104031003,65 y mas,342
13104031004,65 y mas,285
13104031005,65 y mas,409
13104041001,65 y mas,382
13104041002,65 y mas,496
13104041003,65 y mas,448
13104041004,65 y mas,398
13104051001,65 y mas,433
13104051002,65 y mas,446
13104051003,65 y mas,216
13104051004,65 y mas,370
13104051005,65 y mas,472
13104051006,65 y mas,457
13104061001,65 y mas,404
13104061002,65 y mas,241
13104061003,65 y mas,436
13104071001,65 y mas,0
13104071002,65 y mas,549
13104071003,65 y mas,213
13104071004,65 y mas,340
13104081001,65 y mas,406
13104081002,65 y mas,532
13104081003,65 y mas,533
13104081004,65 y mas,640
13104091001,65 y mas,361
13104091002,65 y mas,390
13104091003,65 y mas,495
13104101001,65 y mas,598
13104101002,65 y mas,642
13104101003,65 y mas,650
13104991999,65 y mas,19
13105011001,65 y mas,286
13105011002,65 y mas,818
13105011003,65 y mas,68
13105011004,65 y mas,482
13105011005,65 y mas,527
13105021001,65 y mas,441
13105021002,65 y mas,669
13105021003,65 y mas,518
13105031001,65 y mas,492
13105031002,65 y mas,263
13105041001,65 y mas,538
13105041002,65 y mas,875
13105051001,65 y mas,361
13105051002,65 y mas,318
13105051003,65 y mas,457
13105051004,65 y mas,687
13105051005,65 y mas,472
13105061001,65 y mas,567
13105061002,65 y mas,552
13105061003,65 y mas,593
13105061004,65 y mas,829
13105061005,65 y mas,739
13105071001,65 y mas,307
13105071002,65 y mas,213
13105071003,65 y mas,490
13105071004,65 y mas,443
13105071005,65 y mas,187
13105081001,65 y mas,503
13105081002,65 y mas,608
13105081003,65 y mas,389
13105081004,65 y mas,691
13105081005,65 y mas,580
13105091001,65 y mas,546
13105091002,65 y mas,732
13105091003,65 y mas,602
13105091004,65 y mas,451
13105101001,65 y mas,322
13105101002,65 y mas,438
13105101003,65 y mas,251
13105991999,65 y mas,16
13106011001,65 y mas,295
13106021001,65 y mas,192
13106021002,65 y mas,191
13106031001,65 y mas,295
13106031002,65 y mas,335
13106031003,65 y mas,297
13106041001,65 y mas,630
13106041002,65 y mas,601
13106051001,65 y mas,222
13106051002,65 y mas,174
13106051003,65 y mas,202
13106061001,65 y mas,274
13106061002,65 y mas,767
13106061003,65 y mas,766
13106061004,65 y mas,302
13106071001,65 y mas,537
13106071002,65 y mas,448
13106071003,65 y mas,807
13106081001,65 y mas,174
13106081002,65 y mas,519
13106081003,65 y mas,560
13106081004,65 y mas,296
13106081005,65 y mas,405
13106081006,65 y mas,12
13106091001,65 y mas,443
13106091002,65 y mas,533
13106101001,65 y mas,424
13106101002,65 y mas,195
13106101003,65 y mas,363
13106101004,65 y mas,689
13106101005,65 y mas,63
13106111001,65 y mas,214
13106111002,65 y mas,209
13106111003,65 y mas,377
13106111004,65 y mas,300
13106121001,65 y mas,475
13106121002,65 y mas,337
13106131001,65 y mas,117
13106131002,65 y mas,250
13106131003,65 y mas,437
13106131004,65 y mas,71
13106141001,65 y mas,734
13106141002,65 y mas,801
13106991999,65 y mas,391
13107011001,65 y mas,304
13107011002,65 y mas,478
13107011003,65 y mas,233
13107011004,65 y mas,289
13107011005,65 y mas,252
13107011006,65 y mas,312
13107011007,65 y mas,212
13107011008,65 y mas,250
13107011009,65 y mas,703
13107011010,65 y mas,348
13107021001,65 y mas,445
13107021002,65 y mas,686
13107021003,65 y mas,845
13107022001,65 y mas,5
13107031001,65 y mas,453
13107031002,65 y mas,649
13107031003,65 y mas,12
13107032901,65 y mas,0
13107041001,65 y mas,528
13107041002,65 y mas,338
13107041003,65 y mas,769
13107051001,65 y mas,253
13107061001,65 y mas,652
13107991999,65 y mas,0
13108011001,65 y mas,507
13108011002,65 y mas,358
13108011003,65 y mas,355
13108011004,65 y mas,247
13108011005,65 y mas,652
13108021001,65 y mas,504
13108021002,65 y mas,526
13108021003,65 y mas,488
13108021004,65 y mas,294
13108021005,65 y mas,477
13108031001,65 y mas,466
13108031002,65 y mas,386
13108031003,65 y mas,444
13108031004,65 y mas,385
13108031005,65 y mas,548
13108041001,65 y mas,220
13108041002,65 y mas,570
13108051001,65 y mas,290
13108051002,65 y mas,294
13108051003,65 y mas,465
13108051004,65 y mas,270
13108051005,65 y mas,504
13108061001,65 y mas,752
13108061002,65 y mas,426
13108071001,65 y mas,198
13108071002,65 y mas,108
13108991999,65 y mas,15
13109011001,65 y mas,415
13109011002,65 y mas,761
13109011003,65 y mas,744
13109011004,65 y mas,430
13109021001,65 y mas,308
13109021002,65 y mas,659
13109021003,65 y mas,416
13109021004,65 y mas,519
13109021005,65 y mas,123
13109031001,65 y mas,1000
13109031002,65 y mas,771
13109031003,65 y mas,819
13109041001,65 y mas,673
13109041002,65 y mas,642
13109041003,65 y mas,397
13109041004,65 y mas,433
13109051001,65 y mas,435
13109051002,65 y mas,411
13109051003,65 y mas,457
13109061001,65 y mas,640
13109061002,65 y mas,782
13109061003,65 y mas,503
13109061004,65 y mas,341
13109991999,65 y mas,36
13110011001,65 y mas,466
13110011002,65 y mas,497
13110011003,65 y mas,643
13110011004,65 y mas,202
13110011005,65 y mas,293
13110021001,65 y mas,336
13110021002,65 y mas,568
13110021003,65 y mas,146
13110021004,65 y mas,225
13110021005,65 y mas,315
13110021006,65 y mas,610
13110031001,65 y mas,434
13110031002,65 y mas,391
13110031003,65 y mas,448
13110031004,65 y mas,711
13110031005,65 y mas,377
13110031006,65 y mas,443
13110031007,65 y mas,210
13110041001,65 y mas,786
13110041002,65 y mas,796
13110051001,65 y mas,625
13110051002,65 y mas,548
13110051003,65 y mas,384
13110051004,65 y mas,353
13110051005,65 y mas,407
13110061001,65 y mas,311
13110061002,65 y mas,612
13110061003,65 y mas,215
13110061004,65 y mas,428
13110061005,65 y mas,277
13110061006,65 y mas,588
13110061007,65 y mas,468
13110061008,65 y mas,251
13110071001,65 y mas,430
13110071002,65 y mas,202
13110071003,65 y mas,162
13110071004,65 y mas,351
13110071005,65 y mas,323
13110072002,65 y mas,10
13110081001,65 y mas,331
13110081002,65 y mas,353
13110081003,65 y mas,285
13110081004,65 y mas,234
13110091001,65 y mas,341
13110091002,65 y mas,223
13110091003,65 y mas,359
13110091004,65 y mas,257
13110091005,65 y mas,285
13110101001,65 y mas,668
13110101002,65 y mas,633
13110101003,65 y mas,505
13110101004,65 y mas,421
13110101005,65 y mas,563
13110111001,65 y mas,398
13110111002,65 y mas,217
13110111003,65 y mas,428
13110111004,65 y mas,494
13110111005,65 y mas,375
13110111006,65 y mas,239
13110111007,65 y mas,218
13110121001,65 y mas,574
13110121002,65 y mas,481
13110121003,65 y mas,522
13110121004,65 y mas,655
13110131001,65 y mas,661
13110131002,65 y mas,472
13110131003,65 y mas,438
13110141001,65 y mas,229
13110141002,65 y mas,218
13110141003,65 y mas,338
13110141004,65 y mas,290
13110141005,65 y mas,239
13110141006,65 y mas,204
13110141007,65 y mas,366
13110151001,65 y mas,508
13110151002,65 y mas,351
13110151003,65 y mas,454
13110151004,65 y mas,306
13110151005,65 y mas,226
13110161001,65 y mas,242
13110161002,65 y mas,382
13110161003,65 y mas,563
13110161004,65 y mas,500
13110161005,65 y mas,275
13110161006,65 y mas,569
13110171001,65 y mas,661
13110171002,65 y mas,579
13110171003,65 y mas,670
13110171004,65 y mas,462
13110171005,65 y mas,336
13110171006,65 y mas,565
13110181001,65 y mas,518
13110181002,65 y mas,344
13110181003,65 y mas,423
13110181004,65 y mas,359
13110191001,65 y mas,531
13110191002,65 y mas,550
13110191003,65 y mas,567
13110191004,65 y mas,746
13110201001,65 y mas,278
13110201002,65 y mas,498
13110201003,65 y mas,630
13110201004,65 y mas,360
13110201005,65 y mas,323
13110211001,65 y mas,586
13110211002,65 y mas,461
13110211003,65 y mas,582
13110211004,65 y mas,362
13110991999,65 y mas,62
13111011001,65 y mas,639
13111011002,65 y mas,444
13111011003,65 y mas,610
13111021001,65 y mas,565
13111021002,65 y mas,436
13111021003,65 y mas,511
13111021004,65 y mas,344
13111031001,65 y mas,434
13111031002,65 y mas,452
13111031003,65 y mas,585
13111041001,65 y mas,534
13111041002,65 y mas,664
13111041003,65 y mas,352
13111051001,65 y mas,438
13111051002,65 y mas,272
13111051003,65 y mas,475
13111051004,65 y mas,629
13111051005,65 y mas,536
13111061001,65 y mas,620
13111061002,65 y mas,430
13111061003,65 y mas,286
13111071001,65 y mas,479
13111071002,65 y mas,189
13111071003,65 y mas,422
13111071004,65 y mas,249
13111071005,65 y mas,315
13111081001,65 y mas,298
13111081002,65 y mas,533
13111081003,65 y mas,289
13111081004,65 y mas,381
13111991999,65 y mas,42
13112011001,65 y mas,158
13112011002,65 y mas,360
13112011003,65 y mas,20
13112021001,65 y mas,803
13112021002,65 y mas,461
13112021003,65 y mas,464
13112021004,65 y mas,668
13112031001,65 y mas,583
13112031002,65 y mas,876
13112031003,65 y mas,778
13112031004,65 y mas,758
13112031005,65 y mas,442
13112041001,65 y mas,245
13112041002,65 y mas,473
13112041003,65 y mas,266
13112041004,65 y mas,23
13112041005,65 y mas,402
13112041006,65 y mas,234
13112041007,65 y mas,111
13112051001,65 y mas,111
13112051002,65 y mas,60
13112051003,65 y mas,117
13112051004,65 y mas,0
13112051005,65 y mas,179
13112051006,65 y mas,107
13112051007,65 y mas,231
13112051008,65 y mas,221
13112051009,65 y mas,272
13112051010,65 y mas,340
13112051011,65 y mas,183
13112061001,65 y mas,609
13112061002,65 y mas,631
13112061003,65 y mas,226
13112071001,65 y mas,323
13112071002,65 y mas,354
13112071003,65 y mas,322
13112071004,65 y mas,260
13112071005,65 y mas,238
13112071006,65 y mas,131
13112081001,65 y mas,319
13112081002,65 y mas,435
13112081003,65 y mas,51
13112081004,65 y mas,298
13112081005,65 y mas,225
13112081006,65 y mas,254
13112081007,65 y mas,302
13112081008,65 y mas,212
13112081009,65 y mas,236
13112991999,65 y mas,141
13113011001,65 y mas,471
13113011002,65 y mas,406
13113011003,65 y mas,553
13113011004,65 y mas,605
13113021001,65 y mas,357
13113021002,65 y mas,365
13113021003,65 y mas,397
13113031001,65 y mas,694
13113031002,65 y mas,454
13113031003,65 y mas,631
13113031004,65 y mas,345
13113041001,65 y mas,491
13113041002,65 y mas,461
13113041003,65 y mas,499
13113041004,65 y mas,530
13113051001,65 y mas,406
13113051002,65 y mas,560
13113051003,65 y mas,465
13113051004,65 y mas,557
13113061001,65 y mas,490
13113061002,65 y mas,433
13113061003,65 y mas,54
13113071001,65 y mas,812
13113071002,65 y mas,824
13113071003,65 y mas,722
13113071004,65 y mas,196
13113071005,65 y mas,12
13113071006,65 y mas,516
13113991999,65 y mas,15
13114011001,65 y mas,475
13114011002,65 y mas,788
13114011003,65 y mas,277
13114011004,65 y mas,195
13114011005,65 y mas,329
13114011006,65 y mas,264
13114011007,65 y mas,291
13114011008,65 y mas,278
13114011009,65 y mas,378
13114021001,65 y mas,675
13114021002,65 y mas,553
13114021003,65 y mas,490
13114021004,65 y mas,477
13114031001,65 y mas,617
13114031002,65 y mas,534
13114031003,65 y mas,523
13114031004,65 y mas,470
13114031005,65 y mas,463
13114031006,65 y mas,209
13114031007,65 y mas,150
13114041001,65 y mas,506
13114041002,65 y mas,988
13114041003,65 y mas,972
13114051001,65 y mas,646
13114051002,65 y mas,737
13114051003,65 y mas,439
13114051004,65 y mas,541
13114061001,65 y mas,651
13114061002,65 y mas,602
13114071001,65 y mas,750
13114071002,65 y mas,360
13114071003,65 y mas,508
13114071004,65 y mas,340
13114081001,65 y mas,568
13114081002,65 y mas,711
13114081003,65 y mas,593
13114081004,65 y mas,752
13114081005,65 y mas,709
13114091001,65 y mas,666
13114091002,65 y mas,839
13114091003,65 y mas,755
13114091004,65 y mas,712
13114101001,65 y mas,862
13114101002,65 y mas,609
13114101003,65 y mas,725
13114101004,65 y mas,826
13114101005,65 y mas,964
13114111001,65 y mas,477
13114111002,65 y mas,675
13114111003,65 y mas,704
13114111004,65 y mas,378
13114111005,65 y mas,474
13114111006,65 y mas,487
13114111007,65 y mas,660
13114121001,65 y mas,377
13114121002,65 y mas,598
13114121003,65 y mas,579
13114121004,65 y mas,495
13114121005,65 y mas,637
13114121006,65 y mas,604
13114121007,65 y mas,530
13114131001,65 y mas,443
13114131002,65 y mas,292
13114131003,65 y mas,287
13114131004,65 y mas,422
13114131005,65 y mas,812
13114131006,65 y mas,692
13114131007,65 y mas,483
13114131008,65 y mas,596
13114131009,65 y mas,312
13114131010,65 y mas,465
13114141001,65 y mas,960
13114141002,65 y mas,539
13114141003,65 y mas,200
13114141004,65 y mas,639
13114151001,65 y mas,354
13114151002,65 y mas,241
13114151003,65 y mas,289
13114161001,65 y mas,702
13114161002,65 y mas,274
13114161003,65 y mas,541
13114161004,65 y mas,820
13114991999,65 y mas,56
13115011001,65 y mas,388
13115011002,65 y mas,521
13115011003,65 y mas,466
13115011004,65 y mas,664
13115011005,65 y mas,200
13115011006,65 y mas,153
13115011007,65 y mas,168
13115011008,65 y mas,426
13115011009,65 y mas,179
13115011010,65 y mas,181
13115011011,65 y mas,55
13115011012,65 y mas,396
13115012005,65 y mas,0
13115021001,65 y mas,402
13115021002,65 y mas,540
13115021003,65 y mas,372
13115021004,65 y mas,166
13115021005,65 y mas,213
13115022001,65 y mas,9
13115022901,65 y mas,4
13115032002,65 y mas,10
13115032003,65 y mas,4
13115032004,65 y mas,0
13115032006,65 y mas,0
13115032007,65 y mas,0
13115032008,65 y mas,6
13115032901,65 y mas,16
13115041001,65 y mas,536
13115041002,65 y mas,328
13115041003,65 y mas,352
13115041004,65 y mas,390
13115041005,65 y mas,431
13115991999,65 y mas,6
13116011001,65 y mas,725
13116011002,65 y mas,439
13116011003,65 y mas,448
13116011004,65 y mas,208
13116011005,65 y mas,364
13116021001,65 y mas,783
13116021002,65 y mas,743
13116031001,65 y mas,527
13116031002,65 y mas,421
13116031003,65 y mas,465
13116031004,65 y mas,299
13116041001,65 y mas,463
13116041002,65 y mas,478
13116041003,65 y mas,445
13116041004,65 y mas,482
